,USER,SCORE,REVIEW
467,ds2elf,4,분위기 좋은 곳 있으면
468,eleilia,5,변함없이 좋아요^^
469,진탱,5,친절해서 좋았습니다^^
470,고은선,4,종아요
471,k72****,4,굳
472,ngs****,5,스타벅스맛 매장 넓고 층고높고 시원시원
473,3j,5,파트너분 친절하세요 좋아요
474,shr****,4.5,구석구석 잘 가나 보이는 작은
475,juwon,5,존맛
476,책과커피,5,아이스아메리카노 맛난더
477,kw,4.5,좋아요
478,랄랄라,4,사람이 너무 많아요
479,민지,4.5,좋아요
480,ykn****,5,넓어요
481,blaccck,5,점심시간에 사람이 많고 15시경엔 바로 주문가능
482,mil****,5,넓고 충전할 곳 많아 좋아요
483,인어나라,4.5,역시 스타벅스예요
484,로제카시아,2,좋아요
485,khj0722,2,좋아여
486,3d홀릭,5,굿인테리어
487,유키농,4,넓고 좋아요 ㅎ 오전엔 한가
488,khj0722,2,좋아여
489,xhsxkxhsgur,5,친절해요
490,슈가바인,4.5,자주가는곳이에요ㅎㅎ
491,벚꽃,5,좋아요
492,OLINDA,4,공간이 넓고 좋아여
493,oasis,3,좋아요
494,김민정,4,좋아요
495,미래,3.5,깨끗해요
496,박지현,5,시원함과 위치가 좋음 ㅎㅎ 역쉬 친절하고 엄청 스피디
497,인어나라,3.5,깨끗한 매장
498,bkm7755,5,좋아요 :)
499,very,5,좋아요
500,TAN,4,숨은 안쪽자리가 생각보다 넓었던
501,진탱,5,맛있게 잘 마셨습니다!!
502,kiki106,4.5,친절가득 ㅎ 장소도 넓어서 좋아요
503,난소중하니꺄,5,올리브바닐라크림케이크 맛있어요
504,토끼,5,좋아요
505,연두,4,자주가는곳이에요 넓고좋아요
506,ㅋㅡㅋ,5,친구랑 성수역 스벅에서 좋은 보내다갑니다^^
507,전현정,5,맛잇엇어요!!!!@
508,JINHWA,5,깨끗 친절입니다
509,bab****,5,친절
510,jeon9612,5,파트너분들이친절하세요!
511,cgj000304,5,자리가 넉넉하고 친절해요
512,곽두팔,5,좋아용
513,riiinnn,2.5,그란데 사이즈 시키면 항상 1센치? 2센치 정도 비게 주시는거 같아요 꽉 채워서 주세요
514,anakqhsid,5,좋아요
