,USER,SCORE,REVIEW
163,Beplain,5,앗~무슨 커피맛이 이래요? 진짜 맛있네요! 매장분위기도 맛도 트랜디하네요. 인스타에도 바로 테그걸었어요 이런곳은 홍보해야죠~~~!!👏
164,somi219,5,커피향도진하고 맛도너무좋아요! 분위기는 뭐 말할것도 없습니다!
165,nas****,5,겨울이 시작되는 날 진한 아메리카노가 굉장히 맛있네요 계속 방문하게 되고 사장님도 너무 좋으세요
166,안유주,5,음료도 마싯구 새로 나올 메뉴도 마싯게 먹었어요 ㅎㅎ 가게도 아기자기하니 이쁩니다!.!
167,박소윤,5,맛있어용!
168,스시,5,젤라또 생각나서 성수동 옵니당 너무너무 좋아요 ! 맛있고 사장님도 친절하세욥 !! 최고입니다 !!!
169,woobs,5,성수동바이브
170,Hong_hey,5,"성수에서 갬성이랑 커피맛 둘다 잡아부리기.,. 원두맛 진짜 민감한데 여기 플랫화이트 아주 고숩고 진하고 맛있어요!! 사장님도 친절하시고 레몬젤라또도 진짜 넘 맛있습니다!!"
171,어어어어어어엉어,5,오늘도 역시 힙하고 맛있고 사장님도 친절하세요 :)
172,곰수니,5,카페분위기가 기염기염하고 레몬젤라또가 진짜 기엽고 맛있네요
173,mpt****,5,성수동가면 들리게 되는곳
174,and****,5,커피 맛도 넘 좋고 사장님 짱 친절하셔용ㅎㅎ 제가 좋아하는 분위기입니다 추천해용
175,h92w93,5,커피가 맛있는 카페네요.^^ 분위기도 좋은 곳이어서 사진도 많이 남기고 왔습니다! 다음에 또 가서 먹을게요~
176,생명나무,5,매장 아늑하고 조용하고 분위기 너무 좋습니다 연인과 함께 가면 너무 좋습니다 담에도 재방문하겠습니다 강추!!!
177,꼼꼼이,5,커피도맛있고 가게분위기가너무좋아요! 포토존도많고 음악도 좋았어요ㅎㅎㅎ
178,지금 이순간,5,존맛탱! 일주일에 한번은 출근도장 .좋당.♡
179,후니우리,5,완죤 내 스타일이야~~~~~~:) 꼭 대박나서 전국 어디서나 보길 기대해 봅니다!
180,kam****,5,ㅇㅍㅋㅍㅡㅡㅡ오퐈커피인가유?ㅋ
181,qjd****,5,친절하게응대해주셨어요 커피맛도 굳~^^ 자주뵐게요
182,jsa****,5,존맛! 분위기 깡패!!
183,효영파파,5,good~
184,베티마망,5,오오오~핫하다고해서 밥먹고 왔는데 대박임!!!! 레몬의 상큼함에 알알이 박힌 생바질!!!!!!완전 찐이네요!!!! 재방100퍼!!
185,아리공주,5,저 너무 자주와요.... 근데 그냥 성수오면 무조건 여기 오게돼요 커피마시기 너무 편하고 분위기가 너무 좋아요...!!보리차 최애❤️❤️❤️ 또 올게요>.<
186,pizont,5,따뜻한 커피를 밖에서 마시면 좋을 날씨가 되었습니다. 씁쓸한 고소함이 계절과 참 잘 어울리네요...
187,난냐뉴라,5,말해뭐합니까 ^^ 예쁘고 맛있네요
188,rdl****,5,"#성수커피 #성수카페 #성수핫플 너무 친절하게 환영해주시고 주문도 친절히 받아주셨어요! 기다리면서 사진 찍는데 따뜻한 보리차도 가져다주시고, 야외 자리를 선택했는데 춥지 않으시냐며 난로까지 ... ❤️ 그리고 매장에 유정란도 판매해요! 서비스로 주셨는데 핵맛 꿀맛,, 커피랑 달걀 조합 아시는 분? 👍🏻👍🏻👍🏻"
189,yijoon0818,5,카페 분위기 너무 귀여워요 :-)!!!!!! 커피랑 레몬 젤라또 너무 맛있어요 최고 👍🏻👍🏻
190,ese****,5,커피도 맛있고 분위기도 좋아용! 자주 방문하고 싶은 곳입니당ㅎㅎ
191,생명나무,5,조용하고 분위기도 좋고 이야기하기 딱 좋네요 커피도 맛있어요ㅎ
192,chl****,5,오프화이트에 초코밀크 먹고가요~깔끔하니 좋았어요~
193,찡콩이,5,분위기 좋아요 커피도 맛있구^^ 테이크아웃도 가끔하는데 추천해요
194,kyw****,5,친구랑 오프아이스 한잔! 넘 깔끔하니 좋네요~
195,오늘하루,5,와.. 여기 카페 진짜 맛있어요. 메뉴도 은근 다양하고 맛도 퀄리티가 있어서 이런 맛있는 카페는 또 처음이군요. 가격도 착하니까 자주 올듯^^
196,꼼꼼이,5,아메리카노가제스타일이네요 맛있어요 분위기도좋았어요~!!
197,쩡이,5,여기 완전 취저에요ㅎㅎ 인테리어도 좋은데 커피 디저트 다 맛있었어요 사장님 친절하신 건 덤~~~ 강추!
198,gee****,5,다이어터에게 죄책감없는 존맛탱 메뉴 ㅋ 토마토랑호밀빵은 살 안 찐다고 했는데 내 흡입력 미친듯... 이거먹다 다이어트 망해도 안슬플거같은 느낌;;;;그런의미로 내일 또 갈꺼야ㅠㅠㅠㅠ
199,cloud9nine,5,퇴근하고 가는길에 들렸다가요. 맛난 디저트 잘먹고 갑니다!
200,rot****,5,지나가다 사진찍고싶어 들어갔는데 커피맛도 너무 좋았어요 내일 또 갈랍니다
201,nam****,5,너무 맛있어용
202,R34,5,굿
203,sss,5,제가 가장좋아하는 초코밀크 먹고 왔어요 이거마시려고와요 단골입니다 ㅎ
204,dyl****,5,젤라또 너무 맛있어요!!
205,곰수니,5,친구따라서 또왔습니다 ㅋㅋ 저번에 너무 맛나게 먹어서 젤라또 하나 씩 클리어 ㅋㅋㅋ
206,kim****,5,커피맛 좋고 카페 분위기도 좋아서 데이트 장소로도 딱인듯요 ㅎㅎㅎ 사장님도 친절하십니다
207,송삐,5,"토마토 마리네이드 DJMT임.. 두번 세번 드세요 ㅠㅠ 공간, 디테일 모두 취저입니다 ㅎㅎㅎㅎㅎㅎ 스마일에 인증샷찍고 가세여 😀😀😀😀😀😀😀"
208,mpt****,5,친구들과 아메리카노 한잔 분위기 너무 좋네요~
209,khs****,4.5,커피맛도 좋고 직원분 친절하시네요 자주 이용할께요
210,SLOUP,5,레몬잌 어드벤쳐타임을 생각나게해요 ㅋ ㅋ ㅋ ㅋ 귀여움ㅠ 맛있어요! 지금은 조금 춥지만
211,지금 이순간,5,재미나게 꾸며진 포토존이 너무 기분좋은 공간이라 기대하고 주문했는데 커피맛 역시 흐뭇하네요.! 재미난경험하고 갑니다.♡
212,77m****,5,우리집앞에 아담하고 엄청 귀여운 카페 오프커피~~ 커피도 맛있지만 바질레몬젤라또는 사랑이예요 나만 알고싶은 내아지트지만 이맛은 널리 알려야 되용~ 🤍🤍
213,tka****,5,분위기 너무 좋고 맛도 너무 좋아요.! 담에 또 친구 데려 가려구요 >_< 특히 아이스크림이 진짜 맛있는거 같아요 ! 제가 아이스크림 많이 먹어봣지만 이곳만큼 맛잇는 곳이 업는 듯합니다.! 앞으로 더 맛있는 음료나 디저트 부탁 드릴게요 ^_^ #성수동 #성수동카페
214,뀨우,5,아이스크림도 맛있고 포토존으로 짱 아이들이 좋아해서 재방문하려구요♡
215,jun****,5,인테리어도 귀여웠고 커피도 맛있었음.
216,93h****,5,아담하구 귀여운 상품도 있는 신기한 카페ㅎㅎ 커피도 맛났고 여기서 파는 다른것들도 귀여웠음ㅋㅋ 인기많은 포토존에서 사진못찍어서 아쉽지만 다 음에 찍어볼예정ㅎㅎ 리뷰보니까 젤라또도 맛있어보이던데ㅜ 이번주에 시간나면 먹으러가봐야겠음ㅋㅋ
217,엔치,5,어제 친구 인스타에 여기 카페 찍어서 올렸길래 그거보9 넘 예뻐서 오늘 바로 와봤어요ㅋㅋ 아담하구 세상 졸귀ㅠㅜ 무엇보다 포토존 짱짱이에오 세상 힙하게 나오던데요ㅎㅎ꼭 가서 인생샷 찍으세오오😋 커피도 맛있었구 여기서 파는 굿즈들도 넘 귀욥ㅜ 조만간 회사가는길에 한번 더 들렸다 가려구여!!!ㅎㅎ
218,soon3926,5,알음알음 재미난곳으로 성수동 핫플이라해서 와이프랑 함께했는데 심플한데 디테일한 인테리어로 볼거리가 곳곳에 있네요..즐거운 데이트 장소 였어요~ 커피는 좋은 원두를 쓰는지 기대 이상맛있었어요..
219,뎀,5,"커피 나오기 전에 따뜻한 차도 주시고, 커피도 맛있어요 ㅠ_ㅠ 지나가다가 분위기 좋아보여서 들어왔는데 좋아요 이근처 카페가 다 시끌시끌해서 그런지 상대적으로 조용하고 느낌도 힙한.... 집 안 멀면 단골하고 싶어요.."
220,김유정,5,음료 나오기전 따뜻한 차도 주시고 센스!!
221,김크롱,5,여기진짜 트렌디하고 힙해요ㅋㅋ 꼭와보고싶었는데♡ 자주올께요
222,웁스,5,너무 맛있어요. 사진을 못찍어서 아쉽네요.ㅜㅜ
223,ndr****,5,원두를 좋은거 쓰시는지 향이 좋았고 맛도 제가 좋아하는 깔끔한 맛입니다
224,dhemfl7,5,처음먹어보는 바질 젤라또인데 바질향이 너무 좋았어요.
225,dlt****,5,분위기도 좋고 커피맛도 좋고 크림치즈브레드도 맛있어요~~! 가보세요! 강추커피집 ㅎㅎㅎ
226,als****,5,아메리카노 별로 안좋아하는데 깔끔하니 맛있었어요~사장님도 친절하시고 만족합니다~
227,김민서,5,카페분위기넘좋고 사장님도 친절하세요!무엇보다 커피와 디저트 굿이네요~
228,레모나,4.5,커피 맛있어요
229,윤은기,5,바질젤라또와 커피맛은 물론이고 오프커피 앞 포토죤은 사랑입니다^_^
230,_____,5,아기자기 하면서 유니크한 분위기에 커피맛도 차별화가 느껴졌어요 사장님도 친절하셔서 기분 좋은 방문이였습니다 단골각이에요 :)
