,USER,SCORE,REVIEW
237,poo****,5,남편이 맛있다고 자주 가는 곳이에용 ㅎㅎ
238,Choi,5,성수동 제일 케이크집!
239,디노,4.5,가격은 비싸지만 케이크가 촉촉하고 맛있었어요!
240,그녀의공원,5,ㅎㅎㅎ
241,까망아사랑해,5,ㅎㅎㅎ
242,84seglo,4.5,케익맛잇어요!!!!
243,무구히,4,여긴 손님이 많지만 멋진 대기실이 있어요 시원하고 음악도 틀어져있고ㅜㅜ 굉장하네요 기다리느라 아직 맛은 못봤지만 맛있겠죠!
244,Ri,5,존맛ㅠ
245,geu****,2,그냥 밋밋해요 쑥도 콩크림도 너무 맛이 약해요
246,JINHWA,5,존맛
247,퐁,5,존맛탱~ 일주일에 한번은 갑니단
248,Lee,5,아아메 맛있고 무화과설기 담백한 것 같다가도 끝맛이 약간 진하면서 매력있어요! 다른 케이크도 먹으러 재방문하고 싶어요ㅎㅎ 평일 3시에 방문했는데 웨이팅 조금 있었어요
249,Lydia,4.5,분위기도 너무 좋고 맛있는 쌀케익이 올라간 빙수도 먹고 얼그레이케익에 아메리카노도 마시고 왔어요!! 평일인데도 손님이 많아서 앉아서 줄서서 대기하다 들어왔어요. 기다린 보람이 있네요!! 맛있어요
250,하진,4,자몽보다 복숭아가 맛있었어요
251,minje,3,백설기랑 라떼가 맛있었어요 자리가 너무 다닥다닥 붙어있어서 일찍 나왔습니다
252,김지은,5,분위기도 너무 좋고 케익들이 진짜 맛있어요!
253,seo,4.5,엄마가 좋아하시는 쌀베이커리! 택배도 가능하면 좋겠어요
254,뼝알,4,빵이 맛있어요 자리가 좀 많았으면좋겠어요
255,최애는대창,4,"설기, 다쿠아즈 다 맛있지만 좌석이 한정적이라 대기가 많이 있을 수 있음"
256,Mariel,4.5,아빠 생신케잌 주문해서 샀는데 당일에 먹어도 맛있지만 하루정도 있다 먹으니 더 맛있었어요~~설기시트도 너무 부드럽고 크림도 너무 부드러워요~~!!!
257,펀샤인빔,4.5,건강한 맛이에요 :) 부모님들 입맛에 아주 좋을 듯!
258,rkd****,4,쌀케이크 부드럽고 짱 맛있어요..커피가 넘 진했어요ㅠ 평일인데도 웨이팅 있었습니다 그만큼 케이크 맛집!
259,귀욤씨,3,가격도 적당하고 인테리어도 예쁘구 디저트 괜찮은편
260,비글,4,"에어컨이 18도여서 너무 추웠던 것, 모기 빼고는 괜찮았어요"
261,끼니,4,저녁 늦게 갔는데 케이크가 거의 다 품절이라서 너무 아쉬웠어요 ㅠㅠ 가시는분들 일찍 가세용... 티라미수는 맛있었습니당
262,연서,5,"단호박 치즈 케이크 짱맛 ,,🧡"
263,연서,5,담백한 빙수ㅎㅎ 위에 올라간 콩설기랑 잘어울려요
264,할로,5,맛있었어요 꼭 다시가서 많이 먹어볼 예정
265,J 1on,5,"두번째 방문이에요~ 콩설기, 다쿠아즈 너무 맛있어서 또 왔네용😍"
266,maggiekim,5,좋아여 맛있어요
267,sunny,4.5,글루텐프리 굿
268,rla****,4.5,맛나용
269,강 PD,5,저번 방문 때에는 우유 빙수를 먹고 이번에는 흑임자콩설기 빙수를 먹었는데 진짜 대만족. 집 옆에 이렇게 맛있는 디저트카페가 있어서 좋아요.
