,USER,SCORE,REVIEW
174,00m,5,포장도 빨리 되고 항상 맛있어요
175,하핫,4,베이스가 얼린과일요거트라 추운날 먹기엔 조금 춥습니다.그치만 기대보다 맛있고 배부릅니다
176,오잉,4,맛있어요
177,haenjuda,4,각종 가을과 채소로 채운 건강한 스무디 디저트 가 준비되어 있는 헤이보울 이예오💕 보기에 너무 예쁜데 먹고 나면 은근 든든하기 까지 ^- 매장도 넓고 인테리어도 편안한 느낌이였습니다 ✨
178,홍수민,5,존맛입니다ㅎㅎ
179,gml****,4.5,퍼플보울 맛있고 좋아요
180,용돈버는중,4.5,전날 더부룩하게 먹었더니 상큼하면서 건강한게 먹고싶어서 재방문이여 ㅎㅎ
181,JS2N,5,포장해서 저녁 내 밖에 있어서 가지고 다니다가 밤 늦게 도착했는데 모양도 흐트러지지 않고 포장 너무 잘 되어 있었어요~! 냉장고에 넣어뒀다가 아침에서야 먹어봤는데 너무 상콤 새콤 달콤하고 넘 맛있게 먹었네요!!! 다음에 또 성수동 갈 기회 있으면 다른 맛들도 다 맛보고싶네요!!👍
182,Sa,3,유명해서 갔는데 맛은 있었지만 가격이 있는 편!
183,Ryu,4,옐로우 상큼하니 맛있네요! 망고 좋아하는사람에게 강추
184,가동글뱅,5,매장 분위기도 좋고 맛있어요. 은근 양이 많네요.
185,잉여,5,은근히 배불러요
186,kunnuri93,4.5,다이어트할때 딱좋아요~!
187,look,5,분위기가 좋고 바닐라라떼가 맛있어요!
188,su,5,항상맛있어요!!
189,민호형스마일,3.5,굿
190,son****,4,좋아요
191,딸기공주,4,맛있고 사진도 예쁘게 나와서 좋았어요! 다만 아쉬운 건 두 명 손님한테 네자리 주고 두 자리 남으면 어쩔 수 없이 또 두 명 손님 들여보내고 해서 네 명 손님인 팀이 계속 기다려야했어요ㅠㅠ 이십분은 넘게 기다리다가 지쳐서 단체석에 앉았어요. 자리 배정을 좀만 잘해줬으면 하는 마음입니당!
192,루루,4,좋아요
193,세상만사,3.5,맛있어요
194,hanrose65,3,좋아요
195,yellowj,5,ㅅㅡ마트주문으로 하고 가면 편리하고 좋아요 직원분들도 착하시구 맛있어요 최고~!!
196,따따따,5,맛있어서 바로 하나더 포장!!!
197,따따따,5,진짜 건강하게 맛있어요!!!!
198,유논,4,저번에 옐로우만 먹어봐서 이번에 새로운 맛 레몬파인이랑 그린을 시켜서 먹어봤습니다! 레몬파인은 정말 상큼함의 끝판왕이에요...맛있고 건강했지만 막판에 족금 ㅎ..힘들긴했어요 그치만 굳굳👍 그린은 저번에 친구꺼 한입 뺏어 먹었었는데 맛있었던 기억이 있어서 다시 시켰답니다! 헤이보울 흥하세요~ 항상 건강한 맛 감사합니다😃
199,Boram0730,5,헤이보울 너무너무 자주오는데 좋아요~맛도 좋고 포만감도 좋아요
200,Collector12,5,건강과 맛 모두 즐길 수 있는 곳. 매장 분위기도 깨끗하고 좋아요^^
201,왕리본,5,너무 너무 신선하고. 친절하고 매장도 깨끗해서 좋았어요.
202,lyh9144,4,넘 기분좋은맛
203,loverduck,5,매번 잘 먹고 있어요 :) 좋아요
204,Jenn,5,월요일 4시 아주 한가할때 방문했고 6시쯤 되니 사람이 많아졌던 것 같아요 가을메뉴래서 홍시 주문했는데 아주 달고 맛있습니다. 베이스는 딱 홍시 맛이고 대추야자가 정말 매력적이에요. 꿀은 따로 빼달라고 부탁드렸는데 굳이 안뿌려먹어도 달았어요
205,loverduck,5,행복해요 저는 퍼플이 제일 맛있는듯해요!
206,스므드,3.5,생각보다 양이 많아요
207,가연,5,너무 맛있어요 친절해요
208,김세인,5,듣던대로 너무 맛있는 헤이보울 이었어요!! 그래놀라 같이 먹으니 어찌나 맛있던지
209,소담,5,"옐로우, 그린 스무디볼 시켜먹었어요 너무 맛있어ㅠㅠㅠㅠ"
210,jeo****,3.5,괜찮았어요
211,나리나리,4.5,"스마트 주문하면 픽업 시간을 지정할 수 있는 게 편리합니다! 견과류도 넣어서 먹었는데 양이 적지 않아서 아침, 점심에 먹기 좋은 것 같아요. 맛있게 잘 먹었습니다:)"
212,윤쨩이,3.5,맛있어요! 근데 땡스오트가보고 찾아보고 온건뎅 저는 스무디 볼 보단 땡스오트가 더 좋은 개인적인 생각입니다
213,태주,5,맛있어요 웨이팅했어요
214,홍수민,5,맛있어용 특히 그래놀라가 진짜 맛있어요 직원분들도 친절하시고요
215,장세영,5,지인짜 맛있어요
216,app****,2.5,맛도 먹고난 느낌도 신선하네요.. 과일 좋아하시는 분들 추천 ㅋㅋㅋㅋ 저는 뭔가.. 간식먹는거 같은데 배는 부른 그런 기분. 맛은 과일맛나서 막 맛있다 그런게 아니라 있으니 먹는 느낌이었어요. 다 먹긴 했는데 배부르고 기분좋은게 아니라 그냥 배만 부름 ㅋㅋㅋㅋ 취향차이 일듯요 건강해지고 다이어트에 좋을것 같아요. 웰빙! 그냥 개인적으로는 링거맞은 기분이었어요..ㅎㅎㅎ
217,567aim,5,좋아요!
