,USER,SCORE,REVIEW
288,얌야미,3.5,"전반적으로 인테리어 예쁜데 말소리가 엄청 시끄럽게 들리는 구조에요,;; 커피맛은 쏘쏘"
289,Bom,4.5,"카페라떼는 평범, 케이크 신선하고 맛있어요!"
290,라미,5,언제나 맛있어요~~
291,콕콕,5,넓습니다 맛있어보이는 케이크가 많아요
292,영제,5,넓고 넓고 캐익 참 맛있어요
293,로지,5,직원분 친절해요 노래선곡도좋고 혼자 사색하기도좋네요 :)
294,Sunny day,5,넘 좋운 시간보냈어요 케이쿠도 맛잇규욥
295,cjswotysus,4.5,앉을 자리도 넉넉하고 맛도 좋아요
296,riiinnn,5,포장도 예쁘게 해주시고 맛도 좋아요 !!:)
297,sdfsfd,5,맛있네요 ㅎㅎ
298,choitwg,4,좋아요~
299,서서,5,좋아요
300,댕이,5,케이크맛집이에요
301,민트,5,넓고 쾌적해서 좋아요
302,얌얌,5,문을 활짝 열어놓고 운영하셔서 환기가 잘 됨.(밀폐 공간X) 밀크티 존맛
303,Yooon,5,라떼와 먹기에 좋당
304,Yooon,4,분위기 굿 커피는 쏘쏘
305,제가할말이있,5,커피 케익 짱맛
306,별명,5,케잌 너무 맛있는고
307,songhh53,4,조아요
308,영자,4,맛있는 음료 좋은 분위기
309,메롱,3,"플레인스콘, 초코스콘 겉이 엄청 바삭해요! 버터향 많이 나는데 크기에 비해 가격이 사악,, 스콘도 그냥 평범해요 ㅎㅎ 초코스콘은 초코가 엄청 진한데 달달하면서 짭짤한맛의 초코향이에요."
310,Revenge,3.5,아직 안먹어봣는데 좋을거같아서요.. 분위기는 좋던데요..?
311,초코,4.5,오! 여기 괜찮았어요!
312,내꺼중에최고,5,스콘 무난. 크레이프 맛나요. 과일크레이프 짱짱
313,블랙초코a,3,커피는 역시 아아죠
314,정림동임사장,4.5,또 방문할게요~~^^
315,007****,2,카페 분위기는 나쁘지 않으나 음료가 비싸고 맛없음....
316,Jude,5,자몽케익 딸기케익 다 맛있어요!!
317,하느리,0.5,맛이 너무 없어요🤢 비싸기만 오질라게 비싸고 정말 시끄럽고 커피맛도 노맛! 디저트도 노맛!!! 스콘에서 행주맛이 났어요😒🤮 수제디저트 맞나여? 생지사다가 굽기만 하는건지.. 돈아깝😖 인스타감성카페란 이런것🤦‍♀️
318,맹꽁이,5,"분위기, 맛, 습도, 온도 다 좋음"
319,쭌쭌,5,맛있어요 좋아요 😃
320,mkm7022,4.5,좋아요
